Country Name,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Arab World,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,52.15211868,52.0135994,53.38183975,54.64562988,55.26789856,56.76947021,58.37157059,59.67630005,60.55245972,63.38420105,65.0742569,65.69239807,66.81427765,67.69734955,68.68353271,68.91596222,69.90409088,71.09470367,71.55593109,72.00910187,73.04437256,73.77043915,71.94371033,72.72303772,74.97910309,74.41490173,75.08693695,77.52262115,78.68190002,80.01069641,80.7797699,81.80470276,83.22554779,84.45314789,85.22667694,86.13208008,87.16555786,87.63894653,88.29261017,88.50309753,89.14933777,89.85701752,91.78650665,88.44728088,87.76024628,87.75552368,88.11717224,88.28703308,88.58135986,88.84229279,89.3571701,89.25521851,88.01960754,89.48342896
Arab World,"Primary education, pupils",SE.PRM.ENRL,,,,,,,,,,,14532384,15065745,15789902,16476488,16970022,17696844,18541072,19322606,19890818,20857138,21713882,22250470,22991672,23787122,24660698,25263186,26160592,27217158,28166424,28841196,28804672,30114250,29819844,30660710,32253384,32231494,33490908,34100444,34618212,35352936,35874768,36516612,37306876,37180436,37659624,39783832,40450692,40697344,41131032,41075152,41855104,42094936,43464620,42769816,44393024,45522284,46771080,48213272,49581772,50980580,52386516,53369480,53592960,54544876
Arab World,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Primary school starting age (years),SE.PRM.AGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,,,,,,,,,,,11.52690983,11.43247032,11.33740997,11.24174023,11.03730011,11.46490955,12.04469967,12.41417027,12.49806023,12.93430996,13.30064011,14.0203104,13.93490028,14.13383961,14.36635971,14.87535954,14.58868027,14.69740009,14.59642982,14.95357037,14.76264,14.88558006,15.00403976,15.08918953,15.27472973,15.39169025,15.65767002,15.78192997,15.96345043,15.57837963,15.88644981,15.67335987,15.91108036,16.05998993,16.51415062,17.21014977,19.07118988,18.88312912,20.41023064,23.59019089,23.97225952,23.55864906,24.31368065,23.58945084,26.4449501,27.3764801,27.04944992,27.35264969,27.36709023,27.89295006,28.33637047,,,
Arab World,"Preprimary education, duration (years)",SE.PRE.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
Arab World,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,0.618920028,0.617470026,0.623520017,0.630850017,0.63805002,0.642700016,0.651499987,0.66237998,0.671169996,0.691779971,0.70332998,0.715489984,0.725549996,0.733430028,0.740559995,0.749610007,0.758300006,0.76770997,0.771229982,0.782559991,0.793070018,0.799600005,0.813440025,0.821080029,0.824169993,0.837750018,0.822809994,0.846029997,0.857179999,0.868420005,0.87729001,0.886300027,0.895259976,0.903349996,0.906939983,0.913670003,0.917309999,0.920419991,0.923160017,0.924130023,0.926810026,0.92651999,0.933889985,0.93581003,0.940289974,0.944939971,0.94253999,0.944450021,0.948260009,0.949790001,0.953429997,,,
Arab World,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,60.71664047,61.10514069,61.57419968,62.03936005,62.6162796,62.43766022,63.14324188,63.82958984,64.51522064,65.16954803,65.89610291,66.60697174,67.38687897,68.34120178,69.24861908,70.40769196,71.15499878,71.95213318,72.84381866,73.6780014,74.63909912,75.43193054,76.17198181,77.08119202,77.84767914,80.83059692,81.39051819,81.70111847,78.53022003,79.19994354,79.81564331,78.67610931,79.19728088,80.60572052,81.37522125,81.89730835,82.26035309,82.84571075,81.27314758,81.61247253,81.81485748,81.91664124,82.11195374,82.41285706,82.55136108,82.79161072
Arab World,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,,,,,,,,,,,,,,,,,,,0.68125999,0.687219977,0.695930004,0.704859972,0.714420021,0.713530004,0.725619972,0.73706001,0.747359991,0.75733,0.767319977,0.777040005,0.787119985,0.792900026,0.802320004,0.791350007,0.801389992,0.810670018,0.821699977,0.832650006,0.843349993,0.85424,0.864269972,0.873269975,0.882489979,0.870329976,0.879630029,0.884840012,0.901069999,0.907000005,0.911960006,0.899869978,0.903779984,0.902800024,0.91237998,0.92335999,0.927359998,0.931590021,0.929899991,0.93392998,0.937979996,0.941280007,0.943979979,0.946389973,0.949109972,0.951200008
Arab World,Regulatory Quality: Percentile Rank,RQ.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Rule of Law: Estimate,RL.EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Coverage of social safety net programs in richest quintile (% of population),per_sa_allsa.cov_q5_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Coverage of social safety net programs in poorest quintile (% of population),per_sa_allsa.cov_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Coverage of unemployment benefits and ALMP in richest quintile (% of population),per_lm_alllm.cov_q5_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Coverage of unemployment benefits and ALMP in poorest quintile (% of population),per_lm_alllm.cov_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Taxes less subsidies on products (constant LCU),NY.TAX.NIND.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Net primary income (Net income from abroad) (current LCU),NY.GSR.NFCY.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Gross savings (current LCU),NY.GNS.ICTR.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,GNI per capita (constant LCU),NY.GNP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,297.0176872,325.3268494,357.6908875,388.73733,471.945585,562.8574782,823.7209935,1131.688239,1536.301056,1651.047767,1828.166952,2283.263365,2782.351134,3019.798705,2837.554977,2509.845058,2401.815864,2325.089958,2295.613885,2346.640397,2376.266775,2353.133828,2627.599757,2084.967159,2137.872391,2073.558562,2066.465996,2099.40662,2174.139182,2271.842625,2250.590987,2245.146878,2432.226311,2526.810806,2475.622195,2616.509855,3045.125943,3487.223799,4027.41037,4614.087964,5393.238538,5460.169876,5773.477758,6063.296061,6884.835591,7293.810451,7335.525438,6852.158518,6395.561021,5971.760025,6232.894014,6459.974715,5967.442206,6308.323458,6987.067581,7248.640805
Arab World,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,GNI (current US$),NY.GNP.MKTP.CD,,,,,,26118000046,27667758323,29834707840,33804618719,37510656487,41555343730,49058025567,60525452498,76342743908,1.52061E+11,1.72655E+11,2.13225E+11,2.45404E+11,2.7092E+11,3.68293E+11,4.89818E+11,4.98361E+11,4.69652E+11,4.47072E+11,4.47442E+11,4.39313E+11,4.13026E+11,4.39238E+11,4.38104E+11,4.67887E+11,6.49924E+11,4.69297E+11,4.7295E+11,4.80543E+11,4.98796E+11,5.32196E+11,5.74236E+11,6.19085E+11,6.05967E+11,6.60475E+11,7.6394E+11,7.44582E+11,7.39789E+11,8.19769E+11,9.81197E+11,1.20334E+12,1.44722E+12,1.69177E+12,2.12627E+12,1.82741E+12,2.1441E+12,2.54266E+12,2.78845E+12,2.85718E+12,2.90926E+12,2.55807E+12,2.51606E+12,2.58916E+12,2.86855E+12,2.89853E+12,2.55813E+12,2.97166E+12,3.60193E+12,3.51828E+12
Arab World,Gross domestic savings (current LCU),NY.GDS.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11052.36117,10609.45847,11003.75683,11055.52709,11092.03099,11127.83966,11411.98273,11739.77171,12091.976,12183.61016,12628.55121,12612.10183,12467.27327,12578.54174,13392.311,13774.56337,14256.87968,14558.54063,15005.5501,14831.35579,15238.71678,15504.97853,15686.93886,15612.97035,15652.60364,15855.6599,16095.48048,16054.97588,16226.42404,16263.113,15316.6272,15670.38381,16194.48698,16028.41578
Arab World,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,2385.400358,2475.761287,2665.480282,2782.666849,3319.012494,3465.864331,3837.335392,4220.382839,4526.643854,4389.973562,4860.862502,5022.722485,5003.832446,5345.81131,5489.253559,5360.77198,4889.676669,4562.139602,4477.647017,4306.92403,4144.070759,4033.141158,4050.644407,4095.013554,4273.586691,4145.124243,4305.912452,4324.92149,4349.735152,4360.675375,4460.920733,4592.789966,4696.8537,4713.785829,4893.663194,4876.898374,4820.09716,4910.133205,5232.643109,5394.481289,5597.07532,5709.616385,5875.936482,5769.667696,5929.230539,6000.795313,6152.576169,6149.325085,6158.305816,6203.702636,6280.662008,6250.573308,6301.935834,6282.385397,5861.797278,6006.440274,6205.869837,6134.953745
Arab World,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46671E+12,2.42322E+12,2.57842E+12,2.66357E+12,2.74668E+12,2.82594E+12,2.96973E+12,3.12941E+12,3.30225E+12,3.40787E+12,3.61869E+12,3.70266E+12,3.7488E+12,3.87187E+12,4.21939E+12,4.44407E+12,4.71227E+12,4.93459E+12,5.2172E+12,5.2857E+12,5.54032E+12,5.7687E+12,5.9772E+12,6.10396E+12,6.26466E+12,6.50384E+12,6.75702E+12,6.8766E+12,7.07469E+12,7.2254E+12,6.94951E+12,7.21851E+12,7.6333E+12,7.72037E+12
Arab World,GDP (constant 2015 US$),NY.GDP.MKTP.KD,,,,,,,2.56199E+11,2.73551E+11,3.03098E+11,3.2572E+11,3.99839E+11,4.29597E+11,4.89397E+11,5.54287E+11,6.12377E+11,6.12383E+11,7.00033E+11,7.46373E+11,7.68432E+11,8.50273E+11,9.03846E+11,9.11414E+11,8.57504E+11,8.25625E+11,8.36129E+11,8.29355E+11,8.22639E+11,8.24877E+11,8.51728E+11,8.84396E+11,9.53797E+11,9.46756E+11,1.00897E+12,1.04199E+12,1.07711E+12,1.1074E+12,1.16086E+12,1.22428E+12,1.28268E+12,1.31849E+12,1.40227E+12,1.43176E+12,1.44936E+12,1.51141E+12,1.6486E+12,1.74041E+12,1.84998E+12,1.93526E+12,2.04297E+12,2.05623E+12,2.15568E+12,2.23263E+12,2.34432E+12,2.4041E+12,2.46474E+12,2.5447E+12,2.63667E+12,2.67722E+12,2.74763E+12,2.79115E+12,2.65963E+12,2.76685E+12,2.92515E+12,2.95501E+12
Arab World,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,0.174852273,0.136736505,0.11304348,0.162593453,0.930781584,0.710284059,0.258442074,0.523022064,0.103442089,0.117656227,0.124176717,0.144104116,0.127029527,0.117501754,0.081108013,0.110785424,0.066975725,0.03555113,0.17894244,0.051905631,0.035017374,0.018351768,0.024921709,0.019841357,0.029410064,0.026527978,0.021599018,0.017346763,0.021296642,0.013184708,0.012493343,0.013578227,0.014617164,0.006528943,0.048436514,0.081822379,0.104066925,0.170181876,0.569706865,0.461373474,0.419320225,0.522256281,0.437272938,0.305882591,0.23091635,0.186993586,0.211012251,0.227086053,0.148993258,0.051179912,0.069670932,0.17787325,,
Arab World,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,,,,,,,,,,,,0.000816408,0.001045711,0.001399769,0.002853151,0.007475551,0.004752545,0.004201846,0.003194,0.002889301,0.021832186,0.026796677,0.033453522,0.036474647,0.029088832,0.026320372,0.019750237,0.0132579,0.009981003,0.014641562,0.01127584,0.014506938,0.012331472,0.009485314,0.006833843,0.008917842,0.009104175,0.008378332,0.008886218,0.005795174,0.004810054,0.006152305,0.006549149,0.005241685,0.005839301,0.010029238,0.009670514,0.005888064,0.01587559,0.010577329,0.011948132,0.013287784,0.005823925,0.004119016,0.003390314,0.00248368,0.002354303,0.003320528,0.00289904,0.002151902,0.001669215,0.002217145,,
Arab World,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.265701347,,,,,,,,,,,9.642893516,12.73828518,16.20205701,21.78965603,23.65625118,23.65382907,25.24043946,15.02162652,19.99181452,23.07580703,22.80350998,20.78822377,17.84496144,10.07144823,10.56946833,13.60964076,16.97447042,15.2627918,8.276521985,,,
Arab World,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1406.247444,1531.780033,1538.224811,1427.554092,1387.068879,1338.189107,1311.878731,1322.279041,1302.078611,1303.713275,1711.767712,1647.266515,1773.456952,1731.243354,1712.378309,1850.813576,1953.159003,2080.184185,2017.244949,2151.657508,2318.137071,2256.192918,2236.35783,2368.115421,2715.232281,3163.274303,3699.555752,4258.673189,5128.379928,4575.864692,5202.451087,5351.763026,5788.839786,5816.731123,5871.906568,5219.88246,5132.950125,5138.894119,5327.295739,5301.294209,4727.762086,,,
Arab World,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,34.55669651,22.19674218,17.4328435,14.30388004,,8.097111307,8.983016543,8.755578902,8.784323443,,-0.908690198,,,,,,,,,,,15.94462594,20.21006444,25.19574752,32.62791402,34.61187062,33.37446633,36.43966043,21.74445979,27.79834322,33.46969579,32.78045628,29.77890323,25.82153838,14.57679787,14.3561066,18.48170419,23.36441723,20.86184674,11.5229955,,,
Arab World,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.439493836,1.837036224,1.121578078,1.158556477,1.217558166,1.078135661,0.901154284,0.879217922,0.866910582,0.831356852,0.668815439,0.668856138,0.65104785,0.612930081,0.562698176,0.535234518,0.503223081,0.525485816,0.456561682,0.515294658,0.498197713,0.430815193,0.408326385,0.428308839,0.421235097,0.448422952,0.426929935,0.406033961,0.388168223,0.391473754,0.441898065,,,
Arab World,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,,,,,,,,,,,0.064863901,0.04618488,0.047989094,0.094186206,0.157020059,0.115972395,0.05208188,,0.017483472,,0.023358501,0.020592205,0.023263559,0.020689463,0.019129697,0.025248943,0.012256442,0.011122262,0.083303516,0.022051692,0.014109964,0.008018363,0.010250488,0.006659449,0.02380327,0.020839927,0.01755963,0.013010203,0.010000149,0.005508471,0.003385617,0.004395274,0.005389551,0.001342216,0.016801711,0.02811344,0.036597484,0.06211234,0.174731017,0.136048213,0.116106337,0.12510358,0.097542501,0.062252044,0.044553385,0.037710353,0.041981856,0.044145324,0.023035883,0.03729794,0.048888406,,,
Arab World,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,,,,,,,,,,,,0.13444341,,,,,,,,,0.05699307,0.054481036,0.112898659,0.080419355,0.079519654,0.038895658,0.08996955,0.085823104,0.091777199,0.090567401,0.070426295,0.070712791,0.056251495,0.043672164,0.045655665,0.061889135,0.058108347,0.054672026,0.076999724,0.036517696,0.022545413,0.026220734,0.028661743,0.03473287,0.026709003,0.022133563,0.022786171,0.01914247,0.026519243,0.030924587,0.031764917,0.030063673,0.033443857,0.060071154,0.079046042,0.090673279,0.088193122,0.100571367,0.055002883,0.060983097,0.07234584,,,
Arab World,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,,,,,,,,,,,3.782511289,3.712247279,3.605138671,3.656197304,3.341825026,3.120211156,3.229299629,3.153922951,3.310776382,3.500081468,2.949461666,2.989522829,3.337107595,3.897153381,4.030125088,4.326007801,4.06903014,4.232619704,4.150901983,4.273678473,4.255258143,3.889660157,4.275529411,4.464336383,4.489661078,4.303913758,4.048012944,3.900559329,4.686780989,4.681235144,4.66456592,4.65348299,4.707741319,4.736565582,4.669458418,4.693470699,4.489491867,4.435262968,4.436569581,4.470972646,4.503968394,4.591617712,4.602946385,4.623295601,4.641415835,4.637526703,4.648381642,4.678819821,4.740775643,4.751318291,4.815119955,4.838686376,,
Arab World,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.616145623,7.815501288,5.433527982,2.702904344,11.98783937,6.39694002,6.157712931,8.751999847,6.574472607,3.573003118,5.953340388,4.339295015,4.734579852,5.543957537,4.207270842,2.777583052,2.645459451,2.70552768,1.665293232,2.466763145,-4.240365798,4.640110841,4.946498914,3.863169987
Arab World,"Services, value added per worker (constant 2015 US$)",NV.SRV.EMPL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15519.04503,15046.75846,14502.87533,14408.63055,14331.64744,14801.62031,14214.8737,13277.71582,15835.32733,16119.34431,15888.38338,17111.29535,17449.20231,17827.39067,18545.49373,19014.01145,18813.13832,19966.53305,20927.89384,21279.33197,21645.61553,21892.61697,21914.21969,21855.60847,22522.58186,22202.46356,23027.65839,22138.4312,22246.02774,21975.39923,24575.63989
Arab World,Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"Industry (including construction), value added (constant LCU)",NV.IND.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,,,,,,,,,,,93853470799,1.20578E+11,1.34921E+11,1.37889E+11,2.06976E+11,3.08189E+11,3.03548E+11,2.43622E+11,1.97392E+11,1.89439E+11,1.72715E+11,1.40867E+11,1.54904E+11,1.56213E+11,1.7534E+11,3.70542E+11,1.87977E+11,2.03137E+11,1.94265E+11,2.01654E+11,2.25358E+11,2.5072E+11,2.74469E+11,2.38765E+11,2.91259E+11,3.81777E+11,3.4819E+11,3.49433E+11,3.93519E+11,4.899E+11,6.46419E+11,7.86456E+11,8.94701E+11,1.18936E+12,8.73241E+11,1.08268E+12,1.37304E+12,1.52053E+12,1.49309E+12,1.44499E+12,1.03221E+12,9.5653E+11,1.05222E+12,1.28092E+12,1.23561E+12,9.43025E+11,1.25693E+12,1.75883E+12,1.5291E+12
Arab World,"Manufacturing, value added (constant 2015 US$)",NV.IND.MANF.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44783E+11,1.4972E+11,1.52813E+11,1.60584E+11,1.6797E+11,1.79316E+11,1.90704E+11,2.08537E+11,2.10564E+11,2.25079E+11,2.35507E+11,2.3928E+11,2.45853E+11,2.59172E+11,2.72061E+11,2.83095E+11,2.91743E+11,2.95898E+11,2.98969E+11,2.90711E+11,3.0869E+11,3.32749E+11,3.28808E+11
Arab World,"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.587812569,4.597275595,4.542928386,4.491194126,4.442763107,4.433803085,4.395452553,4.398837239,4.434226472,4.437473156,4.455171973,4.510226709,4.523348398,4.454970676,4.397868843,4.300531259,4.232213294,4.151166631,4.180828833,4.142505015,,,,
Arab World,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.78729412,28.58356235,28.42007963,28.26133409,28.05212064,27.84985146,27.58637984,27.27155267,26.86496227,26.36679525,25.77697467,25.06839983,24.33842593,23.60491293,23.03548395,22.594796,22.28922263,21.99640848,21.76578736,21.52689811,21.25979553,20.98887171,20.77364774,
Arab World,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.87653072,59.07348435,59.29369445,59.50470599,59.84106177,60.2005656,60.71744622,61.41625277,61.89013333,62.23788166,62.42950405,62.78444379,63.07711422,63.51482999,63.97298298,64.58664513,65.11311976,65.52020255,65.85946698,66.21004775,66.60619178,66.58162598,66.79261263,
Arab World,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.249202508,1.236419159,1.160406049,1.109521942,1.041220505,1.098941434,1.119151576,1.086776579,1.07773574,1.045152059,1.021059892,0.960740055,0.982599736,1.006478839,0.981870782,0.974286956,0.905461531,0.88047733,0.864784538,0.877559182,,,,
Arab World,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.355748094,2.313818654,2.273449767,2.226246112,2.178078047,2.07319275,1.966633344,1.845868716,1.744717114,1.646552992,1.55475334,1.447959608,1.339698289,1.235349796,1.137614046,1.036630943,0.936961298,0.842740751,0.7479345,0.646434295,0.546013212,0.151920891,0.145119065,
Arab World,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.01953542,86.12033644,86.2857644,86.4305554,86.58163794,86.98400658,87.43356846,87.99387321,88.39285376,88.75578769,89.08353138,89.48616361,89.85980106,90.21111354,90.536241,90.87301574,91.20520066,91.38789159,91.50899378,91.53653148,91.61630727,93.74519938,93.75351247,
Arab World,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.775509,,,,
Arab World,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.60806807,,42.37150258,,37.49773749,35.79446516,35.61558096,34.04195944,34.76885491,33.64132581,33.29626168,34.17765515,37.58415908,35.298769,35.55073225,37.67840917,39.61573391,42.20827157,,,
Arab World,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.71871544,,,,,22.66149383,,,,,21.92998854,,,,,21.19167882,,,20.81921644,20.82793322,20.66904897,,,
